"","marks.unit","marks.id","marks.suffix","marks.prism","marks.z.x","marks.type.x","marks.geo.x","marks.spit","marks.exc","marks.plunge","marks.bearing","marks.length.x","marks.max_width","marks.thickness","marks.collected.x","marks.comment","marks.date.x","marks.time","marks.year","marks.date.y","marks.z.y","marks.type.y","marks.geo.y","marks.collected.y","marks.integrity","marks.articulation","marks.nsp.bone","marks.nsp.tooth","marks.nsp.total","marks.skeletal.element","marks.skeletal.part","marks.bone.portion","marks.voorhies.group","marks.BM.category","marks.bone.shape..cube.tube.flat.","marks.bone.structure..dense.trabecular.","marks.description","marks.class","marks.order","marks.family","marks.genus","marks.species","marks.taxon","marks.stratified.surface","marks.length.y","marks.carnivore_gnawing","marks.refit","marks.remarks","marks.reference_id.if_from_plaster_jacket.","marks.totalstation_comment","mx","my"
"720","F17","9","2",0.5,-3.876,"Bone","4",NA,"DG",NA,NA,NA,NA,NA,"yes","articulated metatarsal,",2016-06-09,"2:53:11 PM","2016","6/9/2016",-3.876,"Bone","4","yes","complete","articulated","1",NA,"1","metapode",NA,NA,NA,NA,NA,NA,"metatarsal dex","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"articulated metatarsal,",-17.281,5.021
"721","F17","9","3",0.25,-3.83,"Bone","4",NA,"DG",NA,NA,NA,NA,NA,"yes","articulated I phalanx",2016-06-09,"2:53:27 PM","2016","6/9/2016",-3.83,"Bone","4","yes","complete","articulated","2",NA,"2","phalanx",NA,NA,NA,NA,NA,NA,"first phalanx (x2)","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"articulated I phalanx",-17.277,4.869
"722","F17","9","4",0.25,-3.985,"Bone","4",NA,"DG",NA,NA,NA,NA,NA,"yes","articulated II phalanx",2016-06-09,"2:53:55 PM","2016","6/9/2016",-3.985,"Bone","4","yes","complete","articulated","2",NA,"2","phalanx",NA,NA,NA,NA,NA,NA,"second phalanx (x2)","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"articulated II phalanx",-17.303,4.83
"723","F17","9","5",0.05,-3.855,"Bone","4",NA,"DG",NA,NA,NA,NA,NA,"yes","articulated III phalanx",2016-06-09,"2:54:13 PM","2016","6/9/2016",-3.855,"Bone","4","yes","complete","articulated","2",NA,"2","phalanx",NA,NA,NA,NA,NA,NA,"third phalanx (x2)","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"articulated III phalanx",-17.316,4.805
"724","F17","10","0",0.3,-3.648,"Bone/Tooth","4",NA,"DK",18,318,130,NA,NA,"yes","mandible frag, equus",2016-06-10,"10:16:12 AM","2016","6/10/2016",-3.648,"Bone/Tooth","4","yes","fragment","articulated","1","4","5","mandible","cranial","fragment","II/III","BM4",NA,NA,"mandible frag.","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"mandible frag, equus",-17.689,5.109
"728","F17","14","0",0.3,-3.812,"Bone/Tooth","4",NA,"GK",10,98,120,80,NA,"yes","mandible frag, equus",2017-05-31,"1:51:52 PM","2017","5/31/2017",-3.812,"Bone/Tooth","4","yes","fragment","articulated","1","3","4","mandible","cranial","fragment","II/III","BM4",NA,NA,"mandible frag.","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",120,NA,NA,NA,NA,"mandible frag, equus",-17.277,5.615
"737","F17","24","0",0.15,-3.665,"Bone/Tooth","4",NA,"GK",0,54,100,25,NA,"yes","maxilla, bovid",2017-06-01,"3:48:38 PM","2017","6/1/2017",-3.665,"Bone/Tooth","4","yes","fragment","articulated","1","4","5","maxilla","cranial","fragment","II/III","BM4",NA,NA,"maxilla dex frag. with DP3-M2","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",100,NA,NA,NA,NA,"maxilla, bovid",-17.274,5.978
"738","F17","25","0",0.15,-3.867,"Bone/Tooth","4",NA,"GK",8,0,60,35,NA,"yes","Equus, isolated tooth",2017-06-02,"11:21:59 AM","2017","6/2/2017",-3.867,"Bone/Tooth","4","yes","fragment","articulated","1","1","2","mandible","cranial","fragment","II/III","BM4",NA,NA,"mandible frag. with tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",60,NA,NA,NA,NA,"Equus, isolated tooth",-17.396,5.548
"751","F17","31","0",0.2,-4.035,"Bone","4",NA,"DK",8,284,NA,NA,NA,"yes","Articulated. equus, first phalang + second + third + metatarsal",2017-06-07,"12:49:08 PM","2017","6/7/2017",-4.035,"Bone","4","yes","complete","articulated","4",NA,"4","phalanx, sesamoid",NA,NA,NA,NA,NA,NA,"third phalanx and sesamoids","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated. equus, first phalang + second + third + metatarsal",-17.686,5.718
"752","F17","31","1",0.200000003,-4.035,"Bone","4",NA,"DK",8,284,NA,NA,NA,"yes","Articulated. equus, first phalang + second + third + metatarsal",2017-06-07,"12:50:46 PM","2017","6/7/2017",-4.035,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"second phalanx","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated. equus, first phalang + second + third + metatarsal",-17.648,5.727
"753","F17","31","2",0.200000003,-4.029,"Bone","4",NA,"DK",8,284,NA,NA,NA,"yes","Articulated. equus, first phalang + second + third + metatarsal",2017-06-07,"12:51:31 PM","2017","6/7/2017",-4.029,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"first phalanx","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated. equus, first phalang + second + third + metatarsal",-17.602,5.752
"754","F17","31","3",0.15,-4.033,"Bone","4",NA,"DK",8,284,NA,NA,NA,"yes","Articulated. equus, first phalang + second + third + metatarsal",2017-06-07,"12:52:22 PM","2017","6/7/2017",-4.033,"Bone","4","yes","complete","articulated","3",NA,"3","metapode","appendicular",NA,NA,NA,NA,NA,"metatarsal and lateral metatarsals","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated. equus, first phalang + second + third + metatarsal",-17.44,5.746
"758","F17","35","0",0.200000003,-4.144,"Bone","4",NA,"DK",NA,NA,100,55,NA,"yes","astragalus + tarsal, equus",2017-06-07,"2:12:03 PM","2017","6/7/2017",-4.144,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"astragalus sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",100,NA,NA,NA,NA,"astragalus + tarsal, equus",-17.241,5.714
"787","F18","41","0",0,-4.171,"Bone","4",NA,"KH",36,298,NA,NA,NA,"yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",2017-06-07,"12:29:30 PM","2017","6/7/2017",-4.171,"Bone","4","yes","complete","articulated","1",NA,"1","metapode",NA,NA,NA,NA,NA,NA,"metatarsal dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",-18.071,5.223
"788","F18","41","1",0.1,-4.241,"Bone","4",NA,"KH",36,298,NA,NA,NA,"yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",2017-06-07,"12:42:13 PM","2017","6/7/2017",-4.241,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"tarsal dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",-18.21,5.287
"789","F18","41","2",0.100000001,-4.234,"Bone","4",NA,"KH",36,298,NA,NA,NA,"yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",2017-06-07,"12:42:37 PM","2017","6/7/2017",-4.234,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal","appendicular",NA,NA,NA,NA,NA,"tarsal dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",-18.18,5.297
"790","F18","41","3",0.15,-4.255,"Bone","4",NA,"KH",36,298,NA,NA,NA,"yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",2017-06-07,"12:54:27 PM","2017","6/7/2017",-4.255,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"tarsal dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",-18.211,5.295
"791","F18","41","4",0.15,-4.234,"Bone","4",NA,"KH",0,83,200,60,NA,"yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",2017-06-07,"1:30:20 PM","2017","6/7/2017",-4.234,"Bone","4","yes","fragment","articulated","1",NA,"1","tibia","appendicular",NA,NA,NA,NA,NA,"tibia dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",200,NA,NA,NA,NA,"Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",-18.145,5.373
"792","F18","41","5",0,-4.278,"Bone","4",NA,"KH",0,83,200,60,NA,"yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",2017-06-07,"2:24:35 PM","2017","6/7/2017",-4.278,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"calcaneus dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",200,NA,NA,NA,NA,"Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",-18.266,5.294
"793","F18","41","6",0,-4.255,"Bone","4",NA,"KH",0,83,200,60,NA,"yes","Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",2017-06-07,"2:25:05 PM","2017","6/7/2017",-4.255,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal","appendicular",NA,NA,NA,NA,NA,"astragalus dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",200,NA,NA,NA,NA,"Articulated, equus Metatarsal + 3 tarsals + tibia frag. + calcaneus + astragalus",-18.234,5.323
"802","F18","50","0",0,-4.245,"Bone","4",NA,"TM",18,106,NA,NA,NA,"yes","Articulated. tibia, astragalus, calcaneum",2017-06-08,"12:34:23 PM","2017","6/8/2017",-4.245,"Bone","4","yes","complete","articulated","1",NA,"1","tibia",NA,NA,NA,NA,NA,NA,"tibia sin","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"Articulated. tibia, astragalus, calcaneum",-18.347,5.385
"803","F18","50","1",0,-4.209,"Bone","4",NA,"TM",18,106,NA,NA,NA,"yes","Articulated. tibia, astragalus, calcaneum",2017-06-08,"12:36:33 PM","2017","6/8/2017",-4.209,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"astragalus sin","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"Articulated. tibia, astragalus, calcaneum",-18.477,5.394
"804","F18","50","2",0,-4.192,"Bone","4",NA,"TM",18,106,NA,NA,NA,"yes","Articulated. tibia, astragalus, calcaneum",2017-06-08,"12:36:52 PM","2017","6/8/2017",-4.192,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"calcaneus sin","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"Articulated. tibia, astragalus, calcaneum",-18.53,5.389
"813","F18","54","0",0,-4.266,"Bone","4",NA,"TM",28,70,230,30,NA,"yes","Articulated. Metapodial, equus",2017-06-09,"9:53:43 AM","2017","6/9/2017",-4.266,"Bone","4","yes","complete","articulated","3",NA,"3","metapode","appendicular",NA,NA,NA,NA,NA,"metacarpal and lateral metacarpals","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",230,NA,NA,NA,NA,"Articulated. Metapodial, equus",-18.355,5.398
"814","F18","54","1",0.2,-4.18,"Bone","4",NA,"TM",52,56,80,50,NA,"yes","Articulated, slightly switched first phalanx, equus",2017-06-06,"2:52:28 PM","2017","6/6/2017",-4.18,"Bone","4","yes","complete","articulated","3",NA,"3","phalanx, sesamoid","appendicular",NA,NA,NA,NA,NA,"first phalanx and sesamoids","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",80,NA,NA,NA,NA,"Articulated, slightly switched first phalanx, equus",-18.453,5.302
"815","F18","54","2",0.1,-4.119,"Bone","4",NA,"TM",NA,NA,44,44,NA,"yes","Articulated, second phalanx, equus",2017-06-05,"2:42:16 PM","2017","6/5/2017",-4.119,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx","appendicular",NA,NA,NA,NA,NA,"second phalanx","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",44,NA,NA,NA,NA,"Articulated, second phalanx, equus",-18.484,5.272
"816","F18","55","0",0.03,-4.268,"Bone","4",NA,"GK",34,230,410,50,NA,"yes","Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",2017-06-09,"10:34:11 AM","2017","6/9/2017",-4.268,"Bone","4","yes","complete","articulated","2",NA,"2","phalanx",NA,NA,NA,NA,NA,NA,"third phalanges","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",-18.186,5.434
"817","F18","55","1",0.029999999,-4.269,"Bone","4",NA,"GK",34,230,410,50,NA,"yes","Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",2017-06-09,"10:37:18 AM","2017","6/9/2017",-4.269,"Bone","4","yes","complete","articulated","2",NA,"2","phalanx",NA,NA,NA,NA,NA,NA,"second phalanges","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",-18.157,5.449
"818","F18","55","2",0.029999999,-4.256,"Bone","4",NA,"GK",34,230,410,50,NA,"yes","Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",2017-06-09,"10:37:40 AM","2017","6/9/2017",-4.256,"Bone","4","yes","complete","articulated","2",NA,"2","phalanx",NA,NA,NA,NA,NA,NA,"first phalanges","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",-18.116,5.483
"819","F18","55","3",0.029999999,-4.21,"Bone","4",NA,"GK",34,230,410,50,NA,"yes","Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",2017-06-09,"10:37:57 AM","2017","6/9/2017",-4.21,"Bone","4","yes","complete","articulated","1",NA,"1","metapode",NA,NA,NA,NA,NA,NA,"metacarpal dex","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",-18.044,5.584
"820","F18","55","4",0,-4.122,"Bone","4",NA,"GK",34,230,410,50,NA,"yes","Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",2017-06-09,"10:38:21 AM","2017","6/9/2017",-4.122,"Bone","4","yes","complete","articulated","9",NA,"9","carpal, sesamoid",NA,NA,NA,NA,NA,NA,"5 carpals and 4 sesamoids","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",-17.969,5.683
"821","F18","55","5",0,-4.205,"Bone","4",NA,"GK",34,230,410,50,NA,"yes","Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",2017-06-09,"10:43:55 AM","2017","6/9/2017",-4.205,"Bone","4","yes","complete","articulated","2",NA,"2","radius, ulna",NA,NA,NA,NA,NA,NA,"radius and ulna dex","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",-18.119,5.652
"822","F18","55","6",0,-4.217,"Bone","4",NA,"GK",34,230,410,50,NA,"yes","Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",2017-06-09,"10:48:48 AM","2017","6/9/2017",-4.217,"Bone","4","yes","complete","articulated","1",NA,"1","humerus","appendicular",NA,NA,NA,NA,NA,"humerus dex","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"Articulated third phalang, second, first, metacarpal, carpals, radius + humerus",-18.185,5.703
"825","F18","58","0",0,-4.274,"Bone","4",NA,"DK",18,128,380,35,NA,"yes","Articulated metacarpal, first phalang, second, third, carpals",2017-06-09,"12:34:14 PM","2017","6/9/2017",-4.274,"Bone","4","yes","complete","articulated","3",NA,"3","metapode",NA,NA,NA,NA,NA,NA,"metacarpal and lateral metacarpals dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",380,NA,NA,NA,NA,"Articulated metacarpal, first phalang, second, third, carpals",-18.454,5.523
"826","F18","58","1",0,-4.278,"Bone","4",NA,"DK",18,128,380,35,NA,"yes","Articulated metacarpal, first phalang, second, third, carpals",2017-06-09,"12:35:58 PM","2017","6/9/2017",-4.278,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"1st phalanx","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",380,NA,NA,NA,NA,"Articulated metacarpal, first phalang, second, third, carpals",-18.34,5.508
"827","F18","58","2",0.01,-4.283,"Bone","4",NA,"DK",18,128,380,35,NA,"yes","Articulated metacarpal, first phalang, second, third, carpals",2017-06-09,"12:36:22 PM","2017","6/9/2017",-4.283,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"2nd phalanx","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",380,NA,NA,NA,NA,"Articulated metacarpal, first phalang, second, third, carpals",-18.27,5.511
"828","F18","58","3",0,-4.279,"Bone","4",NA,"DK",18,128,380,35,NA,"yes","Articulated metacarpal, first phalang, second, third, carpals",2017-06-09,"12:36:33 PM","2017","6/9/2017",-4.279,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"3rd phalanx","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",380,NA,NA,NA,NA,"Articulated metacarpal, first phalang, second, third, carpals",-18.255,5.477
"829","F18","58","4",0,-4.186,"Bone","4",NA,"DK",18,128,380,35,NA,"yes","Articulated metacarpal, first phalang, second, third, carpals",2017-06-09,"12:37:00 PM","2017","6/9/2017",-4.186,"Bone","4","yes","complete","articulated","6",NA,"6","carpal, sesamoid",NA,NA,NA,NA,NA,NA,"carpals and sesamoids dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",380,NA,NA,NA,NA,"Articulated metacarpal, first phalang, second, third, carpals",-18.606,5.635
"831","F18","59","0",0.08,-4.271,"Bone","4",NA,"DK",10,338,200,60,NA,"yes","Articulated. cervid, first phalang, metatarsal,",2017-06-09,"1:43:41 PM","2017","6/9/2017",-4.271,"Bone","4","yes","complete","articulated","2",NA,"2","phalanx",NA,NA,NA,NA,NA,NA,"first phalanges","Mammalia","Artiodactyla","Bovidae",NA,"?ambiguus","Bovidae ?ambiguus","stratified",200,NA,NA,NA,NA,"Articulated. cervid, first phalang, metatarsal,",-18.597,5.624
"832","F18","59","1",0.079999998,-4.343,"Bone","4",NA,"DK",10,338,200,60,NA,"yes","Articulated. cervid, first phalang, metatarsal,",2017-06-09,"1:45:03 PM","2017","6/9/2017",-4.343,"Bone","4","yes","complete","articulated","1",NA,"1","metapode","appendicular",NA,NA,NA,NA,NA,"metatarsal","Mammalia","Artiodactyla","Bovidae",NA,"?ambiguus","Bovidae ?ambiguus","stratified",200,NA,NA,NA,NA,"Articulated. cervid, first phalang, metatarsal,",-18.54,5.524
"833","F18","60","0",0,-4.282,"Bone","4",NA,"GK",0,14,NA,NA,NA,"yes","Articulated: first phalang,second, third,metacarpal",2017-06-09,"1:48:26 PM","2017","6/9/2017",-4.282,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"third phalanx sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated: first phalang,second, third,metacarpal",-18.168,5.234
"834","F18","60","1",0,-4.301,"Bone","4",NA,"GK",0,14,NA,NA,NA,"yes","Articulated: first phalang,second, third,metacarpal",2017-06-09,"1:49:36 PM","2017","6/9/2017",-4.301,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"second phalanx sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated: first phalang,second, third,metacarpal",-18.192,5.272
"835","F18","60","2",0,-4.315,"Bone","4",NA,"GK",0,14,NA,NA,NA,"yes","Articulated: first phalang,second, third,metacarpal",2017-06-09,"1:50:06 PM","2017","6/9/2017",-4.315,"Bone","4","yes","complete","articulated","1",NA,"1","phalanx",NA,NA,NA,NA,NA,NA,"first phalanx sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated: first phalang,second, third,metacarpal",-18.237,5.303
"836","F18","60","3",0,-4.319,"Bone","4",NA,"GK",0,14,NA,NA,NA,"yes","Articulated: first phalang,second, third,metacarpal",2017-06-09,"1:50:26 PM","2017","6/9/2017",-4.319,"Bone","4","yes","complete","articulated","3",NA,"3","metapode",NA,NA,NA,NA,NA,NA,"metatarsal and lateral metatarsals sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"Articulated: first phalang,second, third,metacarpal",-18.257,5.464
"840","F18","60","7",0,-4.316,"Bone","4",NA,"DK",6,240,NA,NA,NA,"yes","tibia",2017-06-09,"3:14:36 PM","2017","6/9/2017",-4.316,"Bone","4","yes","fragment","articulated","1",NA,"1","tibia","appendicular",NA,NA,NA,NA,NA,"tibia sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,"changed from F18-65",NA,"tibia",-18.305,5.592
"841","F18","61","0",0,-4.312,"Bone","4",NA,"DK",NA,NA,35,30,27,"yes","tarsals",2017-06-09,"2:08:38 PM","2017","6/9/2017",-4.312,"Bone","4","yes","complete","articulated","6",NA,"6","tarsal","appendicular",NA,NA,NA,NA,NA,"tarsals","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",35,NA,NA,NA,NA,"tarsals",-18.333,5.479
"843","F18","63","0",0,-4.189,"Bone","4",NA,"TM",30,160,430,50,NA,"yes","Articulated radius, distal humerus",2017-06-09,"2:56:26 PM","2017","6/9/2017",-4.189,"Bone","4","yes","complete","articulated","2",NA,"2","radius",NA,NA,NA,NA,NA,NA,"radius and","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",430,NA,NA,NA,NA,"Articulated radius, distal humerus",-18.673,5.634
"844","F18","63","1",0,-4.085,"Bone","4",NA,"TM",30,160,430,50,NA,"yes","Articulated radius, distal humerus",2017-06-09,"2:58:02 PM","2017","6/9/2017",-4.085,"Bone","4","yes","fragment","articulated","1",NA,"1","humerus","appendicular",NA,NA,NA,NA,NA,"humerus dex","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",430,NA,NA,NA,NA,"Articulated radius, distal humerus",-18.788,5.753
"845","F18","64","0",0,-4.31,"Bone","4",NA,"DK",32,280,NA,NA,NA,"yes","Articulated, metapodial, tarsals",2017-06-09,"3:11:36 PM","2017","6/9/2017",-4.31,"Bone","4","yes","fragment","articulated","3",NA,"3","metapode",NA,NA,NA,NA,NA,NA,"metatarsals","Mammalia","Perissodactyla","Rhinocerotidae","Stephanorhinus","sp.","Stephanorhinus sp.","stratified",NA,NA,NA,NA,NA,"Articulated, metapodial, tarsals",-18.167,5.414
